地區,屋齡,坪數,房,廳,衛,總價(萬),間數
大里區,16,136.3,3,2,2,808,7
大里區,1,124.75,2,2,1,740,5
大里區,0,146.63,3,2,2,870,7
大里區,0,171.89,3,2,2,1020,7
大里區,3,228.43,3,2,2,1356,7
大里區,4,168.44,3,2,3,1000,8
大里區,3,168.44,3,2,2,1000,7
大里區,2,113.36,2,2,1,673,5
大里區,0,173.38,3,2,2,1030,7
大里區,0,156.18,3,2,2,928,7
大里區,16,113.74,3,2,2,676,7
大里區,0,173.38,3,2,2,1031,7
大里區,0,86.75,2,2,2,516,6
大里區,9,142.18,3,2,2,846,7
大里區,4,156.28,3,2,2,930,7
大里區,4,156.28,3,2,2,930,7
大里區,2,110.9,2,2,1,660,5
大里區,6,201.6,2,2,2,1200,6
大里區,2,108.66,2,2,1,647,5
大里區,0,160.38,3,2,2,955,7
大里區,0,172.1,3,2,2,1025,7
大里區,0,153.76,3,2,2,916,7
大里區,3,199.41,3,2,2,1188,7
大里區,0,173.38,3,2,2,1033,7
大里區,41,78.53,2,1,1,468,4
大里區,0,169.93,3,2,2,1013,7
大里區,2,109.86,2,2,1,655,5
大里區,0,97.25,2,2,1,580,5
大里區,0,167.66,3,2,2,1000,7
大里區,2,198.62,3,2,2,1185,7
大里區,4,235.99,3,2,2,1408,7
大里區,2,154.07,3,2,2,920,7
大里區,17,112.38,3,1,2,672,6
大里區,1,122.06,2,1,1,730,4
大里區,2,111.14,2,2,1,665,5
大里區,7,156.26,3,2,2,935,7
大里區,0,173.38,3,2,2,1038,7
大里區,0,94.37,1,1,1,565,3
大里區,3,131.05,3,2,2,785,7
大里區,15,148.23,3,2,2,888,7
大里區,0,173.38,3,2,2,1039,7
大里區,0,86.43,2,2,1,518,5
大里區,0,119.8,2,2,1,718,5
大里區,0,150.16,3,2,2,900,7
大里區,2,106.07,2,2,1,636,5
大里區,1,215.14,4,2,2,1290,8
大里區,0,121.69,2,2,1,730,5
大里區,0,86.68,2,2,1,520,5
大里區,0,158.35,3,2,2,950,7
大里區,0,161.35,3,2,2,968,7
大里區,3,196.66,3,2,2,1180,7
大里區,0,169.93,3,2,2,1020,7
大里區,0,169.93,3,2,2,1020,7
大里區,0,178.19,3,2,2,1070,7
大里區,0,170.86,3,2,2,1026,7
大里區,0,115.71,2,2,1,695,5
大里區,0,123.65,2,2,1,743,5
大里區,0,173.38,3,2,2,1042,7
大里區,1,162.18,3,2,2,975,7
大里區,1,124.75,2,2,1,750,5
大里區,4,166.31,3,2,2,1000,7
大里區,0,159.62,3,2,2,960,7
大里區,0,160.38,3,2,2,965,7
大里區,2,160.37,3,2,2,965,7
大里區,7,205.19,4,2,2,1235,8
大里區,0,126.27,2,2,1,760,5
大里區,0,172.1,3,2,2,1036,7
大里區,25,29.9,1,1,1,180,3
大里區,10,166.11,3,2,2,1000,7
大里區,1,154.47,3,2,2,930,7
大里區,6,104.64,2,2,1,630,5
大里區,0,146.63,3,2,2,883,7
大里區,7,207.42,4,2,2,1250,8
大里區,0,146,3,2,2,880,7
大里區,0,146.63,3,2,2,885,7
大里區,1,160.37,3,2,2,968,7
大里區,1,164.84,3,2,2,995,7
大里區,17,130.51,3,1,2,788,6
大里區,1,119.24,2,2,1,720,5
大里區,1,161.42,3,2,2,975,7
大里區,1,161.42,3,2,2,975,7
大里區,0,144.03,2,1,1,870,4
大里區,2,104.95,2,2,1,634,5
大里區,0,104.28,1,1,1,630,3
大里區,0,153.91,3,2,2,930,7
大里區,1,162.18,3,2,2,980,7
大里區,0,150.16,3,2,2,908,7
大里區,1,130.46,2,2,1,789,5
大里區,0,178.19,3,2,2,1078,7
大里區,5,114.05,3,2,2,690,7
大里區,0,178.84,3,2,2,1082,7
大里區,0,104.1,2,2,2,630,6
大里區,0,173.38,3,2,2,1050,7
大里區,0,173.38,3,2,2,1050,7
大里區,1,165.12,3,2,2,1000,7
大里區,1,164.72,2,1,1,998,4
大里區,1,155.97,3,2,2,945,7
大里區,2,104.95,2,2,1,636,5
大里區,0,147.59,3,2,2,895,7
大里區,0,147.59,3,2,2,895,7
大里區,28,103.85,3,2,2,630,7
大里區,2,154.07,3,2,2,935,7
大里區,0,113.56,2,1,1,690,4
大里區,10,167.87,3,2,2,1020,7
大里區,1,121.69,2,1,1,740,4
大里區,0,147.59,3,2,2,898,7
大里區,2,154.49,3,2,2,941,7
大里區,1,124.75,2,2,1,760,5
大里區,0,119.8,2,2,1,730,5
大里區,6,144.41,2,2,2,880,6
大里區,2,162.13,3,2,2,988,7
大里區,0,128.32,2,1,1,782,4
大里區,2,164.06,3,2,2,1000,7
大里區,2,164.05,3,2,2,1000,7
大里區,2,111.14,2,2,1,678,5
大里區,0,172.1,3,2,2,1050,7
大里區,1,161.43,3,2,2,985,7
大里區,22,110.13,3,2,2,672,7
大里區,2,154.49,3,2,2,943,7
大里區,2,164.86,3,2,2,1007,7
大里區,0,94.93,1,1,1,580,3
大里區,2,183.64,4,2,2,1122,8
大里區,0,104.06,2,1,1,636,4
大里區,7,171,3,2,2,1046,7
大里區,0,161.35,3,2,2,987,7
大里區,0,116.05,2,2,2,710,6
大里區,1,169.93,3,2,2,1040,7
大里區,16,83.3,3,2,1,510,6
大里區,0,85.74,2,2,1,525,5
大里區,1,154.47,3,2,2,946,7
大里區,21,128.98,3,2,2,790,7
大里區,1,161.42,3,2,2,990,7
大里區,0,172.1,3,2,2,1056,7
大里區,0,146.63,3,2,2,900,7
大里區,28,110.45,2,2,2,678,6
大里區,0,103.4,2,1,1,635,4
大里區,3,186.44,3,2,2,1145,7
大里區,4,235.99,3,2,2,1450,7
大里區,0,115.21,2,1,1,708,4
大里區,3,206.29,3,2,2,1268,7
大里區,0,104.1,2,1,1,640,4
大里區,2,154.49,3,2,2,950,7
大里區,1,154.49,3,2,2,950,7
大里區,1,154.47,3,2,2,950,7
大里區,0,129.7,2,1,1,798,4
大里區,7,158.46,3,2,2,975,7
大里區,0,172.1,3,2,2,1059,7
大里區,1,160.88,3,2,2,990,7
大里區,2,155.97,3,2,2,960,7
大里區,1,155.97,3,2,2,960,7
大里區,0,115.3,2,1,1,710,4
大里區,2,134.45,2,2,1,828,5
大里區,0,119.8,2,1,1,738,4
大里區,0,94.93,1,1,1,585,3
大里區,3,162.07,3,2,2,1000,7
大里區,2,134.34,3,2,1,829,6
大里區,1,124.75,2,2,1,770,5
大里區,0,104.1,2,1,1,643,4
大里區,2,160.24,3,2,2,990,7
大里區,2,160.24,3,2,2,990,7
大里區,2,154.49,3,2,2,955,7
大里區,2,154.47,3,2,2,956,7
大里區,0,101.39,2,1,1,628,4
大里區,0,94.93,1,1,1,588,3
大里區,1,154.07,3,2,2,955,7
大里區,0,151.28,3,2,2,938,7
大里區,0,115.3,2,1,1,715,4
大里區,1,162.18,3,2,2,1006,7
大里區,1,160.88,3,2,2,998,7
大里區,0,119.24,2,2,1,740,5
大里區,1,160.88,3,2,2,999,7
大里區,2,165.05,3,2,2,1025,7
大里區,17,112.38,3,2,2,698,7
大里區,38,72.45,5,1,5,450,11
大里區,3,192.85,3,2,2,1198,7
大里區,1,124.75,2,2,1,775,5
大里區,0,90.13,2,1,1,560,4
大里區,11,138.41,3,2,2,860,7
大里區,2,162.18,3,2,2,1008,7
大里區,2,134.34,2,2,1,835,5
大里區,2,160.88,3,2,2,1000,7
大里區,0,119.82,2,2,1,745,5
大里區,3,131.86,3,2,2,820,7
大里區,3,235.99,3,2,2,1468,7
大里區,2,154.07,3,2,2,959,7
大里區,1,161.42,3,2,2,1005,7
大里區,2,162.18,3,2,2,1010,7
大里區,5,165.36,3,3,2,1030,8
大里區,1,162.13,3,2,2,1010,7
大里區,2,154.07,3,2,2,960,7
大里區,7,146,2,2,1,910,5
大里區,6,191.87,3,2,2,1196,7
大里區,4,130.88,3,2,2,816,7
大里區,2,109.86,2,2,1,685,5
大里區,2,165.12,3,2,2,1030,7
大里區,7,157.88,3,2,2,985,7
大里區,1,160.24,3,2,2,1000,7
大里區,4,198.35,4,2,2,1238,8
大里區,0,81.39,1,1,1,508,3
大里區,0,115.3,2,2,2,720,6
大里區,2,161.42,3,2,2,1008,7
大里區,0,115.21,2,1,1,720,4
大里區,0,126.25,2,1,1,790,4
大里區,0,121.12,2,1,1,758,4
大里區,1,154.5,3,2,2,967,7
大里區,2,167.76,3,2,2,1050,7
大里區,16,102.25,2,2,1,640,5
大里區,1,162.13,3,2,2,1015,7
大里區,0,119.8,2,2,1,750,5
大里區,0,116.05,2,1,1,727,4
大里區,26,161.18,2,2,2,1010,6
大里區,0,160.38,3,2,2,1005,7
大里區,15,110.79,2,2,1,695,5
大里區,6,120.79,4,2,3,758,9
大里區,6,166.02,4,2,3,1042,9
大里區,1,154.5,3,2,2,970,7
大里區,3,131.86,3,2,2,828,7
大里區,1,131.96,2,1,1,829,4
大里區,41,66.85,4,2,2,420,8
大里區,6,115.03,2,2,1,723,5
大里區,3,190.92,3,2,2,1200,7
大里區,0,79.51,1,1,1,500,3
大里區,2,162.17,3,2,2,1020,7
大里區,1,161.35,3,2,2,1015,7
大里區,1,124.75,2,2,1,785,5
大里區,1,172.1,3,2,2,1083,7
大里區,0,103.22,1,1,1,650,3
大里區,0,94.93,1,1,1,598,3
大里區,0,135.72,3,2,2,855,7
大里區,10,132.7,3,2,2,836,7
大里區,1,153.91,3,2,2,970,7
大里區,2,160.24,3,2,2,1010,7
大里區,1,162.13,3,2,2,1022,7
大里區,1,129.75,2,1,1,818,4
大里區,16,136.3,3,2,2,860,7
大里區,16,132.31,3,2,2,835,7
大里區,10,189.29,3,2,2,1195,7
大里區,1,183.72,3,2,2,1160,7
大里區,6,115.28,2,2,1,728,5
大里區,3,201.41,3,2,2,1272,7
大里區,0,93.23,2,2,1,589,5
大里區,3,131.68,2,2,1,832,5
大里區,0,94.93,1,1,1,600,3
大里區,1,172.1,3,2,2,1088,7
大里區,4,168.44,3,2,2,1065,7
大里區,0,114.64,2,1,1,725,4
大里區,1,162.13,3,2,2,1026,7
大里區,8,158,3,2,2,1000,7
大里區,0,81.81,1,1,1,518,3
大里區,0,69.48,1,1,1,440,3
大里區,0,126.19,2,2,1,800,5
大里區,0,104.1,2,1,1,660,4
大里區,15,138.46,3,2,2,878,7
大里區,2,154.5,3,2,2,980,7
大里區,0,119.8,2,2,1,760,5
大里區,36,86.68,3,2,2,550,7
大里區,4,114.95,2,2,2,730,6
大里區,0,79.48,1,1,1,505,3
大里區,0,128.84,2,1,1,819,4
大里區,2,154.07,3,2,2,980,7
大里區,4,177.5,3,2,2,1130,7
大里區,12,191.54,2,2,2,1220,6
大里區,0,67.5,1,1,1,430,3
大里區,0,123.65,2,2,1,788,5
大里區,9,129.42,2,2,1,825,5
大里區,0,103.22,2,1,1,658,4
大里區,6,115.28,2,2,1,735,5
大里區,0,116.05,2,1,1,740,4
大里區,0,69.78,1,1,1,445,3
大里區,0,81.51,1,1,1,520,3
大里區,0,146.63,3,2,2,936,7
大里區,8,158.17,3,2,2,1010,7
大里區,0,103.03,2,1,1,658,4
大里區,15,83.3,3,2,1,532,6
大里區,1,102.55,2,1,1,655,4
大里區,0,89.24,2,1,1,570,4
大里區,1,187.85,3,2,2,1200,7
大里區,15,80.24,3,2,2,513,7
大里區,0,79.77,1,1,1,510,3
大里區,0,103.22,2,1,1,660,4
大里區,3,179.78,3,2,2,1150,7
大里區,0,178.84,3,2,2,1144,7
大里區,15,130.45,3,2,2,835,7
大里區,1,140.28,2,1,1,898,4
大里區,2,155.97,3,2,2,1000,7
大里區,1,162.19,3,2,2,1040,7
大里區,0,81.51,1,1,1,523,3
大里區,10,168.29,3,2,2,1080,7
大里區,0,95.15,2,2,1,611,5
大里區,2,160.24,3,2,2,1029,7
大里區,0,94.93,1,1,1,610,3
大里區,0,81.39,1,1,1,523,3
大里區,3,174.89,3,2,2,1125,7
大里區,4,178.12,4,2,2,1146,8
大里區,4,174.02,3,2,2,1120,7
大里區,1,104.06,2,1,1,670,4
大里區,6,144.41,3,2,2,930,7
大里區,9,86.95,2,2,1,560,5
大里區,3,179.78,3,2,2,1158,7
大里區,2,155.97,3,2,2,1005,7
大里區,1,243.65,4,2,2,1570,8
大里區,6,147.43,2,2,2,950,6
大里區,0,108.44,2,1,1,700,4
大里區,0,80.54,1,1,1,520,3
大里區,2,258.54,2,2,2,1670,6
大里區,0,119.81,2,2,2,774,6
大里區,0,78.94,2,1,1,510,4
大里區,0,78.94,2,1,1,510,4
大里區,0,94.37,1,1,1,610,3
大里區,3,201.1,3,2,2,1300,7
大里區,1,160.88,3,2,2,1040,7
大里區,3,174.02,3,2,2,1125,7
大里區,0,113.65,2,1,1,735,4
大里區,2,154.49,3,2,2,1000,7
大里區,0,69.48,1,1,1,450,3
大里區,0,89.24,2,1,1,578,4
大里區,2,154.07,3,2,2,999,7
大里區,0,90.97,2,2,2,590,6
大里區,0,99.39,2,1,1,645,4
大里區,0,178.19,3,2,2,1157,7
大里區,3,174.02,3,2,2,1130,7
大里區,0,126.25,2,1,1,820,4
大里區,2,160.24,3,2,2,1041,7
大里區,0,129.75,2,1,1,843,4
大里區,0,108.44,2,1,1,705,4
大里區,0,116.05,2,2,2,755,6
大里區,6,115.28,2,2,1,750,5
大里區,0,108.44,2,1,1,706,4
大里區,3,161.08,3,2,2,1050,7
大里區,0,79.77,1,1,1,520,3
大里區,15,78.67,3,2,2,513,7
大里區,0,89.24,2,2,2,582,6
大里區,1,160.88,3,2,2,1050,7
大里區,0,79.65,1,1,1,520,3
大里區,1,131.66,2,1,1,860,4
大里區,26,84.19,3,2,2,550,7
大里區,0,126.25,2,1,1,825,4
大里區,2,260.12,3,2,2,1700,7
大里區,0,109.83,2,1,1,718,4
大里區,5,149.86,3,2,2,980,7
大里區,2,155.97,3,2,2,1020,7
大里區,0,102.09,2,1,1,668,4
大里區,1,165.05,3,2,2,1080,7
大里區,0,90.13,2,1,1,590,4
大里區,0,69.48,1,1,1,455,3
大里區,0,99.23,1,1,1,650,3
大里區,1,129.75,2,1,1,850,4
大里區,2,160.24,3,2,2,1050,7
大里區,2,160.24,3,2,2,1050,7
大里區,3,201.1,3,2,2,1318,7
大里區,7,156.84,3,2,2,1028,7
大里區,2,258.89,3,1,2,1698,6
大里區,0,103.4,2,1,1,679,4
大里區,3,114.19,2,2,2,750,6
大里區,3,114.95,2,2,2,755,6
大里區,1,183.72,4,2,2,1207,8
大里區,0,94.37,1,1,1,620,3
大里區,2,155.97,3,2,2,1025,7
大里區,0,102.55,2,1,1,674,4
大里區,0,102.55,2,1,1,674,4
大里區,0,101.92,1,1,1,670,3
大里區,0,101.13,2,1,1,665,4
大里區,1,181.36,4,2,2,1193,8
大里區,0,104.28,2,1,1,686,4
大里區,0,104.28,2,1,1,686,4
大里區,0,120.99,2,1,1,796,4
大里區,3,177.5,3,2,2,1168,7
大里區,0,80.08,1,1,1,527,3
大里區,0,90.97,2,1,1,599,4
大里區,0,69.48,1,1,1,458,3
大里區,16,61.89,1,1,1,408,3
大里區,6,166.69,3,2,2,1100,7
大里區,3,159.07,3,2,2,1050,7
大里區,0,79.48,1,1,1,525,3
大里區,0,110.35,2,1,1,730,4
大里區,0,100.97,1,1,1,668,3
大里區,2,154.07,3,2,2,1020,7
大里區,6,144.41,3,2,2,959,7
大里區,10,93.03,2,2,1,618,5
大里區,0,113.56,2,1,1,755,4
大里區,0,100.44,2,1,1,668,4
大里區,2,259.77,2,2,2,1728,6
大里區,2,154.07,3,2,2,1025,7
大里區,1,123.89,2,1,1,825,4
大里區,2,162.18,3,2,2,1080,7
大里區,0,127.5,2,1,1,850,4
大里區,2,155.97,3,2,2,1040,7
大里區,0,129.7,2,1,1,865,4
大里區,2,160.88,3,2,2,1073,7
大里區,0,101.92,1,1,1,680,3
大里區,0,130.22,2,1,1,870,4
大里區,2,131.68,2,2,1,880,5
大里區,9,148.05,3,2,2,990,7
大里區,0,121.12,2,1,1,810,4
大里區,9,174.18,3,2,2,1165,7
大里區,0,128.84,2,1,1,862,4
大里區,15,82.2,3,2,1,550,6
大里區,1,162.13,3,2,2,1085,7
大里區,7,186.77,4,2,2,1250,8
大里區,5,203.12,3,2,2,1360,7
大里區,0,83.39,2,1,1,559,4
大里區,3,161.08,3,2,2,1080,7
大里區,1,129.75,2,1,1,870,4
大里區,0,69.78,1,1,1,468,3
大里區,3,191.59,3,2,2,1286,7
大里區,0,103.22,2,1,1,693,4
大里區,2,154.5,3,2,2,1038,7
大里區,0,130.22,2,1,1,875,4
大里區,2,161.9,3,2,2,1088,7
大里區,0,83.16,2,1,1,559,4
大里區,2,260.11,3,2,2,1750,7
大里區,0,89.18,2,2,2,600,6
大里區,0,84.41,1,1,1,568,3
大里區,26,193.15,4,1,3,1300,8
大里區,0,108.45,2,1,1,730,4
大里區,0,83.16,2,1,1,560,4
大里區,0,83.16,2,1,1,560,4
大里區,0,69.19,1,1,1,466,3
大里區,0,86.71,2,1,1,584,4
大里區,0,128.84,2,1,1,868,4
大里區,8,215.21,4,2,2,1450,8
大里區,0,109.83,2,1,1,740,4
大里區,0,83.39,2,1,1,562,4
大里區,5,234.17,4,2,2,1580,8
大里區,0,69.36,1,1,1,468,3
大里區,28,142.99,2,2,2,965,6
大里區,0,130.22,2,1,1,879,4
大里區,0,106.57,2,1,1,720,4
大里區,0,82.39,2,1,1,557,4
大里區,0,93.05,1,1,1,630,3
大里區,2,160.24,3,2,2,1085,7
大里區,0,127.5,2,1,1,865,4
大里區,1,128.62,2,1,1,873,4
大里區,22,125.08,3,2,2,849.5,7
大里區,0,130.22,2,1,1,885,4
大里區,1,124.31,2,1,1,845,4
大里區,0,104.28,2,1,1,709,4
大里區,0,83.54,2,1,1,568,4
大里區,1,181.36,4,2,2,1234,8
大里區,1,154.5,3,2,2,1052,7
大里區,2,162.18,3,2,2,1105,7
大里區,0,83.16,2,1,1,567,4
大里區,1,128.32,2,1,1,875,4
大里區,1,128.32,2,1,1,875,4
大里區,0,127.5,2,1,1,870,4
大里區,2,187.58,3,1,2,1280,6
大里區,2,162.18,3,2,2,1108,7
大里區,0,99.39,2,2,2,680,6
大里區,1,99.3,2,2,1,680,5
大里區,0,121.12,2,1,1,830,4
大里區,3,154.67,3,2,2,1060,7
大里區,0,67.85,1,1,1,465,3
大里區,5,155.81,3,2,2,1068,7
大里區,1,86.07,2,2,1,590,5
大里區,1,170.73,3,2,2,1171,7
大里區,0,106.38,2,1,1,730,4
大里區,1,153.99,3,2,2,1057,7
大里區,0,83.16,2,1,1,572,4
大里區,1,128.62,2,1,1,885,4
大里區,0,83.16,2,1,1,573,4
大里區,3,161.08,3,2,2,1110,7
大里區,1,128.62,2,1,1,887,4
大里區,2,258.89,3,1,2,1788,6
大里區,1,122.06,2,1,1,843,4
大里區,0,127.5,2,1,1,881,4
大里區,0,82.39,2,1,1,570,4
大里區,0,82.39,2,1,1,570,4
大里區,0,106.38,2,1,1,737,4
大里區,0,128.32,2,1,1,890,4
大里區,1,123.97,2,1,1,860,4
大里區,0,83.16,2,1,1,577,4
大里區,0,83.16,2,1,1,577,4
大里區,2,224.79,3,3,2,1560,8
大里區,1,122.82,2,1,1,853,4
大里區,0,128.84,2,1,1,895,4
大里區,0,83.16,1,1,1,578,3
大里區,3,154.16,3,2,2,1074,7
大里區,0,104.06,2,1,1,726,4
大里區,1,126.09,2,2,1,880,5
大里區,16,80.48,2,2,1,562,5
大里區,0,104.06,2,1,1,727,4
大里區,0,90.14,2,1,1,630,4
大里區,0,101.13,2,1,1,708,4
大里區,1,123.41,2,1,1,864,4
大里區,4,225.66,4,2,2,1580,8
大里區,5,166.49,3,2,2,1168,7
大里區,0,121.12,2,1,1,850,4
大里區,1,191.64,3,1,2,1345,6
大里區,1,123.1,2,1,1,865,4
大里區,1,83.91,2,1,1,590,4
大里區,6,159.24,3,2,2,1120,7
大里區,1,125.28,2,1,1,882,4
大里區,9,99.33,2,1,1,700,4
大里區,6,156.09,3,2,2,1100,7
大里區,0,82.39,2,1,1,581,4
大里區,3,159.07,3,2,2,1122,7
大里區,0,113.35,2,2,2,800,6
大里區,0,127.5,2,1,1,900,4
大里區,0,82.68,2,1,1,584,4
大里區,6,102.73,2,2,1,726,5
大里區,0,84.19,2,1,1,595,4
大里區,0,84.19,2,1,1,595,4
大里區,0,91.91,2,1,1,650,4
大里區,0,127.5,2,1,1,903,4
大里區,1,122.06,2,1,1,865,4
大里區,10,169.33,3,2,2,1200,7
大里區,1,126.99,2,1,1,900,4
大里區,6,98.72,2,1,1,700,4
大里區,1,98.72,2,2,1,700,5
大里區,0,69.78,1,1,1,495,3
大里區,0,83.16,2,1,1,590,4
大里區,1,126.14,2,1,1,895,4
大里區,0,84.41,2,1,1,600,4
大里區,1,123.73,2,1,1,880,4
大里區,0,84.19,2,1,1,600,4
大里區,0,86.71,2,1,1,618,4
大里區,0,107.64,2,1,1,768,4
大里區,1,123.97,2,1,1,885,4
大里區,0,83.16,1,1,1,594,3
大里區,6,160.54,3,2,2,1150,7
大里區,0,126.25,2,1,1,905,4
大里區,11,88.26,2,1,1,633,4
大里區,38,136.49,1,1,2,980,4
大里區,1,243.65,4,3,2,1750,9
大里區,0,82.68,1,1,1,594,3
大里區,1,97.15,2,2,1,698,5
大里區,10,103.65,3,2,2,745,7
大里區,4,158.38,3,2,2,1140,7
大里區,0,159.07,3,2,2,1145,7
大里區,0,106.38,2,1,1,766,4
大里區,1,98.23,2,2,1,708,5
大里區,4,166.49,3,2,2,1200,7
大里區,1,123.48,2,1,1,890,4
大里區,0,83.16,2,1,1,600,4
大里區,1,83.14,2,1,1,600,4
大里區,3,198.11,3,2,2,1430,7
大里區,1,175.86,3,2,2,1270,7
大里區,0,86.71,2,1,1,627,4
大里區,0,82.68,2,1,1,598,4
大里區,0,101.26,2,1,1,733,4
大里區,2,226.46,3,1,2,1640,6
大里區,1,122.82,2,1,1,890,4
大里區,2,220.68,3,3,2,1600,8
大里區,0,86.71,2,1,1,630,4
大里區,0,84.19,2,1,1,612,4
大里區,0,86.71,2,1,1,631,4
大里區,5,189.31,3,2,2,1380,7
大里區,1,109.6,2,1,1,800,4
大里區,0,110.35,2,1,1,806,4
大里區,0,83.35,2,1,1,610,4
大里區,0,83.35,2,1,1,610,4
大里區,0,107.64,2,1,1,788,4
大里區,0,110.35,2,1,1,808,4
大里區,0,106.38,2,1,1,780,4
大里區,0,90.72,2,1,2,668,5
大里區,2,190.08,3,2,2,1400,7
大里區,1,120.47,2,1,1,888,4
大里區,2,210.78,3,1,2,1556,6
大里區,0,107.64,2,1,1,796,4
大里區,5,98.62,2,2,1,730,5
大里區,0,86.71,2,1,1,642,4
大里區,0,83.16,2,1,1,616,4
大里區,1,175.86,3,2,2,1304,7
大里區,1,110.74,2,1,1,822,4
大里區,1,121.12,2,1,1,900,4
大里區,1,110.74,2,1,1,825,4
大里區,1,85.82,2,1,1,640,4
大里區,0,86.71,2,1,1,648,4
大里區,0,86.71,2,1,1,649,4
大里區,0,86.71,2,1,1,650,4
大里區,0,110.35,2,1,1,828,4
大里區,0,66.87,2,1,1,502,4
大里區,0,83.02,2,1,1,625,4
大里區,0,82.9,2,1,1,625,4
大里區,2,291.31,3,1,2,2200,6
大里區,2,190.08,3,2,2,1438,7
大里區,4,211.34,3,2,2,1600,7
大里區,1,112.05,2,1,1,850,4
大里區,0,91.58,2,1,1,695,4
大里區,1,80.69,2,2,1,614,5
大里區,0,83.35,2,1,1,635,4
大里區,0,119.86,2,1,1,915,4
大里區,6,156.75,3,2,2,1198,7
大里區,2,191.52,3,1,2,1468,6
大里區,2,191.45,3,1,2,1470,6
大里區,0,83.02,2,1,1,638,4
大里區,0,83.02,1,1,1,638,3
大里區,0,83.02,2,1,1,638,4
大里區,0,82.9,2,1,1,638,4
大里區,0,80.22,2,1,1,618,4
大里區,0,90.72,2,1,1,699,4
大里區,0,92.39,2,1,1,712,4
大里區,7,160.37,3,2,2,1250,7
大里區,0,90.72,2,1,1,708,4
大里區,0,84.19,2,1,1,658,4
大里區,0,310.77,3,1,4,2430,8
大里區,0,83.02,2,1,1,650,4
大里區,0,82.9,2,1,1,650,4
大里區,4,204.01,3,2,2,1600,7
大里區,0,90.72,2,1,1,714,4
大里區,25,120.52,1,2,2,950,5
大里區,6,98.73,2,1,1,780,4
大里區,1,175.86,3,2,2,1390,7
大里區,0,70.18,2,1,1,556,4
大里區,0,101.22,2,1,1,802,4
大里區,0,83.02,2,1,1,665,4
大里區,1,170.73,3,2,2,1368,7
大里區,0,159.62,3,2,2,1280,7
大里區,0,82.9,2,1,1,665,4
大里區,0,90.72,2,1,1,728,4
大里區,0,90.72,2,1,1,728,4
大里區,0,90.72,2,1,1,730,4
大里區,0,159.62,3,2,2,1288,7
大里區,0,310.77,3,1,4,2520,8
大里區,0,159.62,3,2,2,1298,7
大里區,0,90.72,2,1,1,738,4
大里區,26,109.89,2,1,2,895,5
大里區,6,98.72,2,2,1,808,5
大里區,1,203.83,3,2,2,1670,7
大里區,0,82.9,2,2,1,680,5
大里區,0,82.9,2,1,1,680,4
大里區,2,193.02,3,2,2,1606,7
大里區,0,92.39,2,1,1,770,4
大里區,0,82.9,1,1,1,695,3
大里區,0,83.02,2,1,1,702,4
大里區,1,85.5,2,2,1,730,5
大里區,0,82.9,1,1,1,725,3
大里區,5,253.81,4,2,2,2230,8
大里區,0,272.94,3,1,4,2413,8
大里區,0,89.85,2,1,1,800,4
大里區,1,171.56,3,2,2,1540,7
大里區,0,269.4,3,1,4,2420,8
大里區,0,269.4,3,1,4,2423,8
大里區,0,269.4,4,1,5,2423,10
大里區,0,269.4,3,1,4,2425,8
大里區,2,204.36,3,2,2,1853.34,7
大里區,0,122.63,3,2,2,1207,7
大里區,0,108.75,3,2,2,1080,7
大里區,0,108.86,3,2,2,1100,7
大里區,0,98.48,2,2,2,1080,6
大里區,21,74.31,2,2,1,850,5
大里區,0,78.02,2,2,2,1025,6
大里區,0,84.78,3,2,3,1140,8
大雅區,39,51.03,3,2,1,120,6
大雅區,39,43.28,1,1,1,102,3
大雅區,28,232.92,2,3,1,605,6
大雅區,27,181.78,3,2,2,530,7
大雅區,39,63.16,3,2,1,185,6
大雅區,26,157.83,3,2,2,480,7
大雅區,39,39.2,2,1,1,120,4
大雅區,40,52.01,2,1,1,160,4
大雅區,40,64.9,3,2,1,200,6
大雅區,39,96.9,3,2,1,300,6
大雅區,40,63.8,3,2,1,200,6
大雅區,39,75.04,3,2,2,250,7
大雅區,39,79,3,1,1,268,5
大雅區,39,61.02,2,1,2,210,5
大雅區,40,56.7,2,1,1,200,4
大雅區,26,112.66,3,1,1,400,5
大雅區,26,111.38,3,2,2,400,7
大雅區,40,41.22,2,1,1,150,4
大雅區,26,200.1,6,3,3,730,12
大雅區,25,108.57,3,2,2,400,7
大雅區,26,125.28,3,2,2,466,7
大雅區,28,90.98,3,2,2,345,7
大雅區,26,377.79,6,2,4,1450,12
大雅區,27,120.52,3,1,2,470,6
大雅區,39,101.75,3,2,2,400,7
大雅區,26,89.21,2,2,1,355,5
大雅區,26,118.04,3,2,2,473,7
大雅區,27,101.95,3,2,2,410,7
大雅區,26,110.63,3,2,2,445,7
大雅區,26,129.55,3,2,2,523,7
大雅區,26,141.16,3,2,2,572,7
大雅區,26,127.84,1,2,2,520,5
大雅區,26,131.75,3,2,2,538,7
大雅區,39,53.65,2,1,1,220,4
大雅區,27,79.87,3,2,1,328,6
大雅區,26,124.05,3,2,2,510,7
大雅區,29,152.55,3,2,2,630,7
大雅區,27,125.7,3,2,2,520,7
大雅區,27,103.89,3,2,2,430,7
大雅區,26,127.54,3,2,2,530,7
大雅區,26,110.18,3,2,2,463,7
大雅區,27,106.85,3,1,1,450,5
大雅區,39,56.56,2,2,1,240,5
