區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
北屯區,21,90.5,5,無,565,0.747076677
大雅區,0,177.1,11,無,1300,0.778852632
西屯區,12,42.06,3,無,265,0.593277632
北屯區,15,105.61,6,無,520,0.593951886
北屯區,16,301.32,12,無,2638,0.34199781
豐原區,21,109.22,7,無,470,0.796688064
南屯區,1,313.23,7,有,2813,0.720236032
南屯區,0,94.8,4,無,901,0.389125149
東區,0,148.54,7,有,880,0.540846158
外埔區,0,98.01,5,無,398,0.636405663
大里區,45,121.63,8,無,1900,0.524967738
清水區,0,143.92,10,無,978,0.531634425
西區,56,56.75,7,無,320,0.242973834
西區,18,161.14,7,有,1628,0.511673925
龍井區,0,175.18,10,無,825,0.46727155
南區,21,102.43,7,無,518,0.592310591
中區,50,73.72,4,無,245,0.309362284
南屯區,0,137.62,6,有,765,0.888956344
南屯區,16,92.94,4,有,700,0.251803177
南區,24,118.95,7,無,562,0.124596808
北屯區,49,82.25,11,無,885,0.574494031
西屯區,26,149.23,7,有,820,0.637289985
豐原區,0,160.32,7,有,805,0.830601326
大肚區,0,104.83,7,有,585,0.838423079
南屯區,42,108.01,10,無,530.62,0.49594838
龍井區,0,167.48,10,無,818,0.375072786
南屯區,0,146.49,7,有,1618,0.072784822
潭子區,0,163.75,7,有,1128,0.21012437
南屯區,2,217.64,7,有,1012,0.556905554
龍井區,35,119.02,7,無,520,0.12095371
大里區,2,113.36,5,有,650,0.914205108
西屯區,30,153.29,7,有,723,0.498881604
北區,29,198.02,7,有,990,0.548539583
大里區,0,110.01,6,有,523,0.431068819
東區,30,240.22,10,有,1510,0.458036585
后里區,0,150.36,10,無,900,0.835614344
大甲區,42,94.16,6,無,500,0.490029805
太平區,0,194.69,9,無,1460,0.215645462
西屯區,27,161.34,7,有,1115,0.368976067
北區,79,91.9,7,無,649.05,0.308303303
東區,4,170.01,7,有,955,0.512271411
西屯區,39,207.54,16,無,1710,0.311008022
南屯區,2,236.95,7,有,1868,0.13384259
東區,34,134.28,10,無,1200,0.987085815
西區,39,377.26,28,無,1750,0.996357817
北屯區,28,152.44,7,有,600,0.716653507
南屯區,2,275.94,9,有,2438,0.29216429
太平區,6,98.47,5,有,707,0.757331129
北屯區,27,212.69,8,有,920,0.150286002
烏日區,0,124.06,5,有,628,0.655936965
西屯區,29,140.43,7,有,768,0.874394426
北屯區,0,283.24,12,無,3260,0.173435564
北屯區,0,189.98,6,有,1678,0.310514654
太平區,0,165.25,6,有,955,0.795065617
北區,38,79.47,6,無,416,0.877130899
豐原區,0,139.8,5,有,940,0.123891839
北屯區,0,131.64,5,有,766,0.182430953
大里區,46,87.74,7,無,482.2492,0.731888105
西屯區,13,124.43,5,有,850,0.608455743
西區,30,208.03,12,有,1880,0.437035548
烏日區,39,56.67,4,無,177,0.948301182
大里區,0,69.78,3,無,468,0.219051395
沙鹿區,0,114.02,4,有,574,0.046482744
梧棲區,0,187.12,11,無,1138,0.099049018
西屯區,30,130.4,7,有,800,0.818979898
南屯區,0,192.35,7,有,1100,0.002082466
大里區,4,236.42,14,有,1650,0.391680427
烏日區,0,226.59,12,無,2750,0.019086726
潭子區,27,131.25,7,有,600,0.329308467
西屯區,0,58.9,4,無,498,0.381447069
南屯區,25,132.37,7,無,830,0.995828945
太平區,12,169.06,10,無,1110,0.402565888
西區,0,115.24,6,有,946,0.826062396
梧棲區,45,118.02,7,無,524,0.701190215
西區,26,35.92,3,無,190,0.167036594
西屯區,0,101.63,4,有,765,0.884437577
清水區,0,105.49,5,有,568,0.632495252
南屯區,2,134.14,7,有,1220,0.290095035
北屯區,26,113.19,7,無,560,0.035783866
北屯區,9,308.23,12,無,3000,0.877503734
北屯區,33,170.14,11,無,3628,0.795698729
太平區,0,165.61,7,有,1037,0.402979478
西區,42,18.01,3,無,80,0.031194286
西區,26,160.01,8,有,1070,0.641824629
南屯區,0,278.65,13,無,4050,0.663699918
北屯區,0,157.67,7,有,1000,0.090093543
西屯區,12,599.12,11,有,7000,0.1840206
南屯區,3,152.65,7,有,920,0.617110857
東區,41,79.85,7,無,485,0.362581364
北屯區,5,449.39,13,無,4800,0.52960745
北屯區,7,193.92,9,無,1500,0.690119815
大里區,22,120.76,7,有,538,0.393825947
潭子區,0,193.98,7,有,1225,0.733318438
東區,0,113.5,5,有,700,0.320950411
太平區,26,150.14,8,有,210,0.699122054
后里區,0,187.48,10,無,1400,0.043112759
東區,0,153.74,6,有,849,0.611132072
大里區,1,86.07,5,有,590,0.765106677
東區,7,104.06,7,有,500,0.758080711
北屯區,6,98.39,5,無,555,0.083159282
西屯區,11,122.92,5,有,980,0.541938168
北區,40,90.3,5,無,630,0.808025623
北區,35,86.99,6,無,450,0.549608764
南區,25,113.82,7,有,458,0.337428773
清水區,0,157.38,6,有,650,0.333192078
北屯區,33,63.23,5,無,295,0.8032186
南區,25,115.8,7,有,656,0.104380345
清水區,0,145.51,10,無,968,0.489293372
梧棲區,20,124.36,6,無,450,0.498295358
南屯區,27,222.43,9,有,1210,0.478181753
大里區,25,120.52,5,無,950,0.941799996
北屯區,0,149.89,7,有,1038,0.136034949
清水區,0,157.38,7,有,639,0.693655446
東區,4,148.68,7,有,900,0.066997417
豐原區,0,77.94,7,無,517,0.844557625
西屯區,12,83.46,3,無,632,0.927116539
北屯區,3,132,5,有,1012,0.148019161
南區,0,165.95,7,有,1100,0.676600048
北屯區,33,134.79,7,無,2600,0.777975927
北區,27,124.03,7,無,750,0.294125414
大里區,0,100.2,5,有,521,0.149394189
北區,30,68.93,7,無,450,0.99363084
潭子區,0,127.1,5,有,818,0.241321083
北區,25,141.36,8,有,720,0.832414555
大肚區,0,138.58,7,有,854,0.709521982
北區,38,88.45,7,無,480,0.77617492
西區,4,234.02,7,有,2130,0.685329426
西屯區,6,175.64,7,有,1210,0.074914574
北屯區,28,152.33,7,有,737,0.670058191
北屯區,0,343.24,10,有,2357,0.127836853
大肚區,0,105.12,7,有,545.5,0.298247609
太平區,47,24.75,3,無,164,0.659105279
西區,28,178.5,8,有,1150,0.830655619
太平區,41,109.26,10,無,1060,0.298222182
西屯區,26,26.86,3,無,158,0.63362891
清水區,44,133.03,9,無,630,0.725779851
南屯區,8,305.8,8,有,2400,0.847694647
南屯區,6,150.71,7,有,945,0.658371211
西屯區,36,202.11,11,無,2230,0.483593903
北屯區,0,215.71,7,有,1460,0.681773237
龍井區,27,32.98,9,無,50,0.125158288
豐原區,24,42.85,5,無,200,0.552292905
西屯區,26,67.32,4,無,410,0.285771995
北區,46,101.86,12,無,1435,0.853544726
沙鹿區,0,87.75,5,有,438,0.467148267
北區,46,210.18,13,無,1700,0.609454925
太平區,39,106.24,12,無,800,0.386685177
太平區,0,189.31,10,無,1500,0.126789485
南屯區,5,312.99,9,有,2680,0.097754307
南屯區,45,61.6,6,無,798,0.489327989
沙鹿區,5,305.39,13,有,2260,0.664609603
豐原區,39,115.5,5,無,900,0.908572255
北屯區,5,119.02,4,有,648,0.39084951
北屯區,0,148.23,7,有,850,0.830585385
南屯區,0,108.61,4,有,611,0.345749138
太平區,26,576.54,8,無,2435,0.910548053
南屯區,29,130.7,7,無,638,0.353398864
東區,9,138.21,5,有,886,0.078861925
大里區,1,99.3,5,有,680,0.525783627
烏日區,41,173.01,12,無,2098,0.176988037
大肚區,0,83.41,5,無,538,0.46947013
豐原區,0,149.57,7,有,1005,0.714372737
豐原區,46,54.9,9,無,730,0.512344627
梧棲區,1,245.02,12,無,1560,0.892862735
北屯區,0,94.98,5,有,549,0.485692921
大里區,4,182.27,7,有,960,0.984577359
北區,26,105.68,6,有,600,0.929161723
大里區,0,121.69,5,有,636,0.18287619
北區,29,31.72,3,無,178,0.261723631
南屯區,1,179.3,7,有,783,0.835154214
太平區,0,198.99,9,無,1600,0.595719467
西屯區,0,133.41,6,有,1060,0.281250885
北屯區,5,178.26,8,有,968,0.94708249
北區,35,24.87,3,無,120,0.998156958
潭子區,0,120.42,5,有,745,0.494744493
北屯區,17,162.42,9,無,1980,0.043005925
大肚區,0,86.77,5,無,430,0.068158863
北屯區,36,461.68,10,無,3268,0.168154156
豐原區,50,103.22,7,無,510,0.91702715
南屯區,0,105.93,5,有,1070,0.686010804
西屯區,0,163.08,7,有,1308,0.498999379
西屯區,39,96.46,7,無,485,0.499683165
西區,37,171.81,11,無,1550,0.294672961
西區,37,344.33,8,無,498,0.579896945
梧棲區,14,210.76,10,無,800,0.889367813
西屯區,0,178.2,7,有,1147,0.276593123
大里區,34,135.42,14,無,1398,0.870826256
北屯區,23,170.53,11,無,530,0.490459767
北屯區,0,157.67,7,有,937,0.509690901
豐原區,4,151.32,7,有,1000,0.830248553
東區,4,145.86,7,有,1058,0.697328318
北屯區,20,130.3,7,有,800,0.896153888
太平區,28,105.56,7,有,540,0.756041315
西區,20,290.2,7,有,2688,0.411528884
南區,5,205.36,8,有,1590,0.946748234
北區,0,101.54,5,有,740,0.381306052
西屯區,24,61.25,3,有,310,0.152688508
北屯區,32,84.37,7,無,380,0.095989148
豐原區,0,207.43,12,無,1330,0.780916924
太平區,0,151.39,7,有,773,0.77906936
大里區,26,157.42,8,有,580,0.479221013
北屯區,30,212.07,9,有,935,0.300938062
北屯區,29,364.72,10,有,930,0.047455813
北屯區,0,154.06,7,有,1096,0.93876844
沙鹿區,26,107.17,6,無,385,0.790444611
北屯區,6,215.94,7,有,1580,0.631957648
北區,25,64.03,4,無,296,0.417008274
烏日區,40,111.52,6,無,733,0.641614517
西區,28,117.91,7,有,701,0.71104054
西屯區,2,287.67,8,有,3980,0.413844507
南屯區,12,295.21,9,有,2098,0.081960174
烏日區,0,124.06,4,有,640,0.984597747
南區,0,162.33,7,有,1039,0.313596978
西屯區,0,175.17,7,有,1540,0.093897855
北屯區,38,66.33,5,無,360,0.685258986
北屯區,0,276.88,16,無,3550,0.728694532
南區,1,128.04,5,有,870,0.234653276
南區,0,116.2,5,有,660,0.736840955
西區,0,106.06,4,無,14250,0.273283372
沙鹿區,0,116.96,5,有,720,0.0228816
北屯區,0,304.77,8,有,2683,0.896309575
梧棲區,0,268.95,11,無,1482,0.398434771
梧棲區,0,153.76,11,無,950,0.749781884
西區,13,136.51,7,有,958.8,0.013068894
西屯區,0,94.1,4,有,645,0.809861535
北屯區,3,134.1,5,有,1083,0.140755294
北區,0,296.51,9,有,2300,0.749495419
西屯區,1,144.05,7,有,1330,0.191842905
北屯區,28,117.15,7,無,558,0.452370055
南屯區,0,140.76,6,有,800,0.680106237
大里區,0,115.21,4,有,708,0.653135245
大雅區,4,158.24,6,有,940,0.53856511
大肚區,0,156.56,7,有,901,0.662253715
大里區,6,191.87,7,有,1196,0.223980933
南區,52,102.26,9,無,1392,0.70522121
北屯區,0,155.94,7,有,850,0.100776294
北屯區,31,97.05,6,無,500,0.48282016
大肚區,0,174.04,10,無,800,0.688852303
北屯區,0,242.28,9,有,1435,0.87050155
太平區,0,170.1,12,無,616,0.793374955
西屯區,14,137.37,7,有,980,0.352996486
后里區,0,187.48,11,無,1488,0.22404797
潭子區,22,228.98,10,無,1660,0.34819268
西屯區,15,348.35,11,有,2650,0.098242885
東區,26,239.13,11,有,930,0.427833892
西屯區,28,55.23,5,無,340,0.044914887
北區,0,157.6,7,有,1200,0.877265066
太平區,2,106.42,5,有,500,0.697223848
烏日區,0,122.55,5,有,600,0.73408051
南屯區,2,280.07,7,有,2510,0.352127678
西屯區,14,57.13,3,有,290,0.986830527
烏日區,0,124.06,5,有,572,0.32756405
大里區,3,161.08,7,有,1110,0.911652139
北屯區,5,214.82,7,有,1890,0.773521302
后里區,3,193.45,8,有,1390,0.745348423
南屯區,27,304.76,8,無,1230,0.187315852
烏日區,5,144.42,7,有,955,0.877128465
西屯區,0,132.7,6,有,1000,0.673491639
西區,35,103.05,7,無,710,0.720253978
西屯區,23,153.62,8,無,980,0.098587569
北屯區,0,179.1,7,有,1103,0.253429215
大里區,1,129.75,4,有,850,0.99083473
大里區,0,146,7,有,808,0.31132634
北屯區,4,199.24,7,有,1530,0.592466048
龍井區,0,168.89,11,無,658,0.062867917
大里區,27,101.6,7,無,430,0.068256227
豐原區,0,182.89,12,無,1280,0.881176224
南區,16,131.43,7,有,900,0.929555001
大肚區,0,83.41,5,無,574,0.334442421
東勢區,27,106.31,6,無,320,0.465235183
南屯區,28,125.64,7,有,745,0.720820748
豐原區,44,200.07,8,無,830,0.535108103
大里區,0,125.57,5,有,675,0.988109564
南區,23,109.36,7,無,500,0.075462281
西屯區,13,253.63,9,無,2000,0.437067546
大雅區,0,158.8,7,有,1038,0.034178233
后里區,1,187.11,11,無,1330,0.176935838
梧棲區,0,459.02,14,無,2500,0.09157657
北屯區,23,165.51,7,有,938,0.834302972
大里區,0,119.8,5,有,661,0.528874333
太平區,0,155.73,7,有,888,0.616731221
潭子區,27,115.21,7,有,660,0.41077903
西區,22,41.98,3,無,280,0.036556414
南區,20,146.32,7,無,858,0.718185894
太平區,26,125.19,7,無,460,0.195189941
大里區,3,109.14,5,有,503,0.321732744
西屯區,0,90.91,5,有,938,0.103673959
梧棲區,1,179.71,11,無,1108,0.894521808
北屯區,5,181.06,7,有,1335,0.101806218
清水區,0,108.36,5,有,398,0.637541911
南屯區,23,105.54,7,無,550,0.015392108
南屯區,0,152.86,7,有,853,0.497803496
清水區,0,61.57,3,無,330,0.285040486
北屯區,8,128.87,5,有,637,0.071137094
烏日區,41,126.64,7,無,1000,0.938531553
清水區,0,203.88,8,有,868,0.527876452
西屯區,6,327.73,7,有,2588,0.285302256
大里區,9,142.18,7,有,846,0.539116331
北屯區,12,248.8,13,無,1800,0.705371211
東區,0,156.47,7,有,1011,0.509450624
大肚區,0,84.08,5,無,590,0.32365476
南屯區,21,75.01,5,無,635,0.257931577
大里區,30,152.4,7,有,95,0.298800721
潭子區,0,147.76,5,有,967,0.572209938
豐原區,0,169.87,7,有,1200,0.309947897
清水區,0,100.34,4,有,440,0.296436139
梧棲區,28,126.22,7,有,345,0.764561006
西屯區,5,279.41,11,無,2200,0.5195844
龍井區,0,185.84,10,無,938,0.825825033
西屯區,31,264.77,11,有,1788,0.141720131
西屯區,2,157.7,6,有,1256,0.150973836
北屯區,24,147.38,7,無,530,0.99585291
大里區,0,110.01,6,有,497,0.902896318
龍井區,27,112.73,7,有,550,0.77047606
北屯區,0,127.87,5,有,727,0.990560816
沙鹿區,16,149.52,10,無,800,0.136431615
東區,1,283.49,11,無,3000,0.340696601
太平區,42,150.28,6,無,1896.675,0.285638536
大里區,0,170.55,6,有,935,0.543087801
北區,39,78.65,6,無,600,0.331816891
大里區,0,120.52,5,有,608,0.476677472
梧棲區,5,188.66,10,無,1250,0.035454979
北屯區,0,138.27,7,有,979,0.531678233
梧棲區,2,246.02,12,無,1700,0.522564694
豐原區,0,99.22,6,無,638,0.888498869
南屯區,1,253.26,7,有,2311,0.548337633
西屯區,34,289.59,9,有,2300,0.215054475
東區,1,155.53,7,有,1010,0.451083447
南屯區,0,192.35,7,有,1110,0.592236696
北屯區,2,434.11,14,無,7688,0.988011117
太平區,45,80.16,7,無,436,0.82639655
太平區,0,190.45,10,無,1296,0.93304261
北屯區,5,215.41,7,有,1408,0.384551277
西屯區,0,117.74,8,無,992,0.264842052
豐原區,39,88.94,10,無,750,0.785428295
大雅區,26,127.54,7,有,530,0.188736402
南區,25,127.54,7,有,540,0.374756784
大甲區,1,104.82,7,無,433,0.990681899
大雅區,7,164.41,10,無,1150,0.370800708
梧棲區,27,152.67,7,無,410,0.165100265
北屯區,0,242.28,9,有,1480,0.3071267
西屯區,11,49.38,3,有,320,0.373688039
北區,40,64.58,7,無,298,0.732948225
霧峰區,40,102.11,7,無,210,0.924625545
北區,26,51.07,3,無,146.775,0.977882768
北屯區,22,180.76,8,有,978,0.735362846
西屯區,12,96.31,3,有,720,0.057219415
北區,26,50.39,3,無,148,0.624821097
西區,26,82.27,5,無,458,0.886763153
大肚區,40,74.68,6,無,600,0.67357869
北屯區,1,565.56,46,無,4800,0.144069744
大里區,36,355.53,16,無,2000,0.662108753
西屯區,25,114.75,7,有,790,0.603769375
北區,45,88.66,8,無,1470,0.80168365
北屯區,0,159.9,7,有,944,0.377670057
烏日區,6,156.24,7,有,790,0.758044149
北屯區,0,156.28,7,有,1027,0.95317417
北屯區,28,34.81,3,無,213,0.909261461
沙鹿區,0,77.17,9,無,865,0.132821904
太平區,0,157.37,7,有,828,0.516521954
北屯區,0,133.86,5,有,777,0.040328275
北屯區,26,245.64,8,有,1020,0.666186563
西屯區,11,73.29,3,有,596,0.578866199
北區,24,158.78,7,有,820,0.492180845
龍井區,0,175.29,10,無,818,0.739189434
北屯區,4,178.51,7,有,830,0.396504797
龍井區,45,106.4,10,無,1100,0.26723365
大里區,13,105.08,5,有,515,0.70588325
北屯區,29,174.19,8,有,490,0.918872746
西屯區,28,193.02,8,有,932,0.346224103
北屯區,16,122.08,7,有,880,0.994438492
西區,14,359.9,10,有,2918,0.958402848
南區,3,172.66,7,有,1280,0.312062683
西屯區,14,128.06,5,有,948,0.813673672
南區,6,195.54,8,有,1280,0.149758934
北屯區,0,99.71,5,有,620,0.107576655
清水區,3,264.02,11,無,1300,0.806765372
東區,36,75.53,7,無,700,0.742398341
潭子區,24,133.43,7,無,619,0.874869683
潭子區,24,150.45,7,有,670,0.774680515
西屯區,0,120.88,5,有,920,0.547897951
西屯區,38,74.77,13,無,560,0.680914108
南屯區,0,132.93,6,有,738,0.025799718
太平區,0,170.28,11,無,1360,0.793723793
大甲區,48,117.56,6,無,484,0.105894569
西區,38,139.96,7,無,625,0.468768771
北屯區,0,122.74,5,有,626,0.708887086
西區,24,30.4,3,無,210,0.877816801
西屯區,24,131.31,7,無,572,0.129142252
東區,0,156.25,7,有,910,0.510688049
北屯區,5,172.77,7,有,1050,0.568757376
西屯區,0,75.32,3,有,690,0.478140847
西屯區,24,83.03,3,有,470,0.931640988
太平區,0,162.01,6,有,930,0.105450244
烏日區,0,150.73,7,有,760,0.830939415
太平區,23,144.86,7,有,538,0.602344086
北屯區,0,141.46,6,有,698,0.698805299
豐原區,21,117.5,7,有,550,0.183632178
西屯區,0,310.77,11,無,3998,0.823451891
西屯區,20,149.98,8,有,948,0.843722443
北區,16,101.07,7,無,680,0.693842411
南區,25,166.98,8,有,826,0.240672086
北屯區,38,64.86,5,無,365,0.759568545
南屯區,0,110.86,4,有,598,0.149300573
北屯區,5,159.68,7,有,890,0.944684546
太平區,0,166.22,7,有,1150,0.367293845
南區,40,118.58,7,有,535,0.995801094
北屯區,1,181.22,7,有,1355,0.759155082
南區,5,100.03,5,有,660,0.051279377
外埔區,3,303.28,11,無,2100,0.481894362
南區,6,207.52,8,有,1602,0.310143542
西屯區,40,104.08,12,無,1700,0.415569306
北屯區,5,227.69,8,有,1500,0.903163263
西屯區,12,230.8,7,有,1828,0.972645947
北屯區,25,130.74,6,無,290,0.28623764
北屯區,0,101.28,3,有,672,0.411688041
豐原區,27,203.66,9,無,1060,0.957286704
西屯區,10,119.73,5,有,980,0.250162984
外埔區,36,302.76,12,無,5139,0.659998298
潭子區,24,115.8,7,無,590,0.390453849
西屯區,27,110.72,7,有,540,0.584842845
北屯區,7,120.52,6,有,880,0.779385977
潭子區,26,72.64,4,無,348,0.231259503
大雅區,43,120.38,11,無,1550,0.120882712
東勢區,14,128.9,9,無,350,0.746072504
南區,34,99.85,7,無,300,0.480463022
南屯區,21,122.67,7,有,840,0.302588244
西區,21,200.1,7,有,1450,0.821953511
南屯區,5,163.72,7,有,1135,0.137291564
烏日區,0,124.06,5,有,588,0.98319343
北屯區,26,160.38,7,無,798,0.662060487
西屯區,11,96.3,3,有,700,0.189129399
南區,6,161.66,7,有,1180,0.775194811
南區,30,48.31,3,無,390,0.565952068
太平區,1,180.96,6,有,1025,0.616425474
南屯區,24,206.67,7,有,1200,0.11732323
太平區,1,162.48,7,有,810,0.776271259
南區,20,132.19,8,無,699,0.002805326
西屯區,26,173.83,6,有,1130,0.322934482
西屯區,28,124.94,7,有,605,0.088467495
北屯區,43,95.68,8,無,1250,0.792105888
大里區,0,69.48,3,無,455,0.52152311
北屯區,14,226.33,12,無,2200,0.019571365
太平區,28,142.04,7,有,490,0.309777578
南屯區,22,251.27,7,有,1572,0.149504738
烏日區,0,123.72,6,有,612,0.138803243
東區,0,195.96,7,有,1074,0.194428776
北屯區,32,90.09,6,無,435,0.809014
西屯區,22,113.73,7,無,722,0.286255865
北屯區,7,111.52,5,有,850,0.437909224
大肚區,39,98.37,8,無,382,0.537124027
西屯區,0,58.9,4,無,498,0.262267837
龍井區,40,83.16,11,無,460,0.626699548
清水區,26,207.85,11,無,680,0.479995358
北屯區,28,626.69,19,無,1875,0.169663642
西區,26,107.35,6,無,638,0.676707212
潭子區,24,53.91,9,無,380,0.223658867
南屯區,27,121.8,9,有,900,0.61290679
西區,44,18.05,17,無,112.8572,0.978807298
大甲區,4,307.23,11,有,2180,0.642072852
南區,6,165.6,7,有,1110,0.800572758
北屯區,18,360.61,8,有,1310,0.920207296
南屯區,2,238.01,7,有,2200,0.740451001
北區,40,100.42,7,無,435,0.6918476
大里區,0,103.1,5,有,460,0.762323669
太平區,29,190.78,8,有,650,0.767040983
南屯區,25,111.15,7,有,648,0.918984235
北屯區,13,299.71,12,無,3768,0.60373132
大雅區,39,110.63,8,無,610,0.41291814
西區,21,103.66,5,有,530,0.134861758
南區,27,98.73,9,無,500,0.44058881
西屯區,0,131.29,5,有,1050,0.520002287
南屯區,26,119.68,7,無,510,0.27039141
北屯區,0,396.63,12,有,4200,0.256274145
霧峰區,27,139.85,7,有,520,0.253750861
大里區,0,123.78,5,有,630,0.601343976
北區,21,255.65,9,有,1332,0.353815388
東勢區,42,101.25,7,無,340,0.269710758
北屯區,0,124.31,5,有,781,0.093953265
潭子區,0,127.1,5,有,800,0.153547466
清水區,0,198.86,7,有,762,0.235566612
南區,25,30.09,3,無,145,0.450517762
西屯區,0,137.86,5,有,1087,0.469887848
北屯區,25,141.21,7,有,780,0.971210499
豐原區,5,205.02,11,無,1600,0.992660329
西屯區,0,101.63,4,有,779,0.211240043
太平區,22,72.95,7,無,265,0.448832363
西屯區,22,87.36,4,有,605,0.018616728
東區,0,322.92,9,有,2258,0.823316656
南屯區,11,227.74,7,有,1888,0.986337126
北屯區,0,159.2,7,有,1077,0.195020637
北屯區,5,303.04,12,無,3905,0.867030132
豐原區,2,108.12,5,有,722.3,0.501650342
